sentence_id,screening,label,text
9878,-3,-1,I won't put in place magnets for people coming here illegally.
9881,-3,1,"Now when the president ran for office, he said that he'd put in place, in his first year, a piece of legislation -- he'd file a bill in his first year that would reform our -- our immigration system, protect legal immigration, stop illegal immigration."
9884,-3,1,Why did he fail to even promote legislation that would have provided an answer for those that want to come legally and for those that are here illegally today?
9889,-3,-1,We all understand what this country has become because talent from all around the world wants to come here.
9890,-3,-1,People are willing to take risks.
9892,-3,0,But we're also a nation of laws.
9896,-3,-1,They'll make things happen to create jobs here in the United States.
9898,-3,-1,"What I've also said is if we're going to go after folks who are here illegally, we should do it smartly and go after folks who are criminals, gang bangers, people who are hurting the community, not after students, not after folks who are here just because they're trying to figure out how to feed their families."
9899,-3,-1,And that's what we've done.
9900,-3,-1,"And what I've also said is for young people who come here, brought here often times by their parents."
9903,-3,-1,Understand themselves as Americans in every way except having papers.
9908,-3,-1,Making life so miserable on folks that they'll leave.
9910,-3,1,Part of the Arizona law said that law enforcement officers could stop folks because they suspected maybe they looked like they might be undocumented workers and check their papers.
9912,-3,-1,"If my daughter or yours looks to somebody like they're not a citizen, I don't want -- I don't want to empower somebody like that."
9913,-3,-1,"So, we can fix this system in a comprehensive way."
9914,-3,-1,"And when Governor Romney says, the challenge is, ""Well Obama didn't try."""
9917,-3,-1,"And I said, let's fix this system."
9918,-3,-1,Including Senators previously who had supported it on the Republican side.
9935,-3,1,Four years ago you said in your first year you would file legislation.
9938,-3,-1,My -- my view is that this president should have honored his promise to do as he said.
9941,-3,-1,Instead let people make their own choice.
9943,-3,-1,But I'm not in favor of rounding up people and -- and -- and taking them out of this country.
9964,-3,-1,Have you looked at your pension?
9966,-3,-1,"Mr. President, have you looked at your pension?"
9968,-3,-1,It's not as big as yours so it doesn't take as long.
9969,-3,-1,"Well, let me give you some advice."
9973,-3,1,You also have investments in Chinese companies.
9975,-3,1,You also have investments through a Cayman's trust.
9993,-3,-1,"Now, we've got to make sure that we do it in a smart way and a comprehensive way, and we make the legal system better."
10002,-3,-1,This used to be a bipartisan issue.
10019,-3,0,"I send them there, oftentimes into harm's way."
10022,-3,0,"So as soon as we found out that the Benghazi consulate was being overrun, I was on the phone with my national security team and I gave them three instructions."
10023,-3,-1,"Number one, beef up our security and procedures, not just in Libya, but at every embassy and consulate in the region."
10024,-3,-1,"Number two, investigate exactly what happened, regardless of where the facts lead us, to make sure folks are held accountable and it doesn't happen again."
10025,-3,-1,"And number three, we are going to find out who did this and we're going to hunt them down, because one of the things that I've said throughout my presidency is when folks mess with Americans, we go after them."
10028,-3,-1,You don't turn national security into a political issue.
10030,-3,-1,And people -- not everybody agrees with some of the decisions I've made.
10031,-3,-1,"But when it comes to our national security, I mean what I say."
10032,-3,1,"I said I'd end the war in Libya -- in -- in Iraq, and I did."
10033,-3,1,"I said that we'd go after al-Qaeda and bin Laden, we have."
10034,-3,1,"I said we'd transition out of Afghanistan, and start making sure that Afghans are responsible for their own security, that's what I'm doing."
10036,-3,-1,"And I am ultimately responsible for what's taking place there because these are my folks, and I'm the one who has to greet those coffins when they come home."
10050,-3,-1,How could we have not known?
10052,-3,0,I think these -- these actions taken by a president and a leader have symbolic significance and perhaps even material significance in that you'd hope that during that time we could call in the people who were actually eyewitnesses.
10055,-3,1,This was an attack by terrorists.
10057,-3,-1,"Look what's happening in Syria, in Egypt, now in Libya."
10059,-3,-1,We have Iran four years closer to a nuclear bomb.
